Log_ID,Date,Equipment_ID,Equipment_Type,Purchase_Date,Owner_Farm_ID,Operator_ID,Operator_Name,Experience_Years,Field_ID,Field_Name,Area_Acres,Hours_Used,Fuel_Liters,Maintenance_Type,Maintenance_Cost,Part_Replaced,Breakdown_Probability,Risk_Category
LOG-01716,2024-07-15,EQ-052,Planter,2015-03-21,FARM-02,OP-030,Alice Jones,12.0,FLD-015,West Field,216.02,2.7,18.1,None,0.0,None,0.94,High
LOG-06449,2023-12-07,EQ-082,Tractor,2015-07-27,,OP-029,David Miller,5.0,FLD-004,Sunny Field,103.14,3.2,12.3,None,0.0,None,0.58,Medium
LOG-06458,2022-01-02,EQ-090,Sprayer,2017-06-10,FARM-01,OP-040,Charles Wilson,2.0,FLD-018,River Field,,2.2,9.2,None,0.0,None,0.64,Medium
LOG-06294,2024-01-17,EQ-027,Harvester,2022-09-05,FARM-06,OP-014,John Hernandez,18.0,FLD-010,Hill Field,315.35,7.3,48.1,None,0.0,None,0.64,Medium
LOG-01149,2023-06-15,EQ-065,,2021-08-07,FARM-04,OP-046,Michael Garcia,17.0,FLD-017,East Field,311.6,4.3,17.6,None,0.0,None,0.55,Medium
LOG-03262,2024-05-07,EQ-049,Harvester,2016-09-18,FARM-06,OP-042,Daniel Garcia,10.0,FLD-014,River Field,281.66,4.9,36.1,Inspection,,None,0.27,Low
LOG-00575,2022-05-05,EQ-063,Tractor,2017-10-12,FARM-04,OP-006,John Davis,20.0,FLD-015,West Field,216.02,5.0,33.6,None,,None,0.82,High
LOG-03770,2024-07-14,EQ-027,Harvester,2022-09-05,FARM-06,OP-027,Emily Johnson,5.0,FLD-001,Sunny Field,222.94,2.5,10.5,,1131.44,None,0.53,Medium
LOG-03737,2022-04-15,EQ-086,Tractor,2016-11-05,,OP-025,Michael Williams,15.0,FLD-019,North Field,158.9,9.4,60.5,None,0.0,None,0.7,High
LOG-04147,26-02-2023,EQ-034,Harvester,2023-05-10,FARM-09,OP-046,Michael Garcia,17.0,FLD-007,Golden Field,346.56,3.2,9.8,None,0.0,,0.77,High
LOG-00854,2022-01-11,EQ-077,Sprayer,2023-12-24,FARM-02,OP-046,Michael Garcia,17.0,FLD-002,Hill Field,223.83,3.8,23.2,None,0.0,None,,Medium
LOG-01983,2023-05-13,EQ-039,Tractor,2016-09-18,FARM-03,OP-011,Sophia Jones,6.0,FLD-001,Sunny Field,222.94,10.7,72.6,Repair,1097.26,Blade,0.53,Medium
LOG-02775,2023-04-02,EQ-055,Tractor,2015-12-17,FARM-08,OP-043,Sarah Brown,1.0,FLD-005,North Field,357.3,8.4,33.8,None,0.0,None,0.2,Low
LOG-05920,2023-01-08,EQ-062,Planter,2020-10-20,FARM-08,OP-009,David Anderson,12.0,FLD-008,,188.47,9.2,58.9,Routine,748.98,None,0.56,Medium
LOG-04930,2024-06-07,EQ-090,Sprayer,2017-06-10,FARM-01,OP-035,Sarah Wilson,6.0,FLD-019,North Field,158.9,8.2,62.8,None,0.0,None,0.4,Medium
LOG-05212,2022-10-13,EQ-014,,2015-06-27,FARM-08,OP-011,Sophia Jones,6.0,FLD-007,Golden Field,346.56,,36.7,None,0.0,None,0.18,Low
LOG-01167,2022-06-23,EQ-043,Tractor,2022-08-18,FARM-02,OP-008,James Rodriguez,9.0,FLD-012,River Field,258.49,10.9,65.6,Inspection,819.2,None,0.6,Medium
LOG-06003,2024-07-01,EQ-041,Plntr,2019-04-13,FARM-10,OP-033,Emily Garcia,18.0,FLD-020,West Field,220.65,6.5,24.7,None,0.0,None,0.73,High
LOG-00972,2024-07-19,EQ-043,Tractor,2022-08-18,FARM-02,OP-011,Sophia Jones,6.0,FLD-004,Sunny Field,103.14,10.6,80.1,None,0.0,None,0.91,High
LOG-02702,2024-09-12,EQ-062,Planter,2020-10-20,FARM-08,OP-035,Sarah Wilson,6.0,FLD-008,West Field,188.47,8.3,27.4,Routine,511.17,None,0.97,High
LOG-04496,2023-02-01,EQ-063,Tractor,2017-10-12,FARM-04,OP-025,Michael Williams,15.0,FLD-009,South Field,474.95,11.2,67.5,None,0.0,None,0.57,Medium
LOG-03848,2024-04-02,EQ-002,Harvester,2017-07-03,FARM-03,OP-013,Laura Martinez,17.0,FLD-003,Golden Field,66.67,5.2,,None,0.0,None,0.58,Medium
LOG-02369,2024-08-01,EQ-023,Harvester,2022-07-08,FARM-05,OP-028,Alice Wilson,12.0,FLD-017,East Field,311.6,3.9,28.2,None,0.0,None,0.68,Medium
LOG-04116,2023-02-08,EQ-066,Tractor,2015-10-18,FARM-01,OP-015,Laura Anderson,4.0,FLD-009,South Field,474.95,8.5,52.5,None,0.0,None,0.48,Medium
LOG-04781,2023-04-03,EQ-003,Tractor,2022-08-03,FARM-09,OP-013,Laura Martinez,17.0,FLD-015,West Field,216.02,4.2,17.9,None,0.0,None,0.89,High
LOG-04132,2024-02-22,EQ-019,Sprayer,2015-11-23,FARM-04,OP-038,Grace Gonzalez,8.0,FLD-020,West Field,220.65,11.2,53.3,None,0.0,None,0.28,Low
LOG-02951,2024-10-07,EQ-042,Planter,2020-12-07,FARM-05,OP-049,,19.0,FLD-012,River Field,258.49,4.9,39.0,Inspection,731.88,None,0.28,Low
LOG-05626,2023/02/03,EQ-078,Harvester,2017-02-23,FARM-04,OP-018,David Jones,10.0,FLD-008,West Field,188.47,1.5,6.7,None,0.0,,0.47,Medium
LOG-00525,"January 10, 2023",EQ-074,Sprayer,2019-10-01,FARM-07,OP-018,David Jones,10.0,FLD-016,Valley Field,341.89,11.8,89.4,None,0.0,None,0.23,Low
LOG-02456,2022-09-24,EQ-010,Planter,2018-10-25,FARM-05,OP-012,Daniel Wilson,18.0,FLD-004,Sunny Field,103.14,1.9,15.0,,713.94,None,0.05,Low
LOG-05017,2022-07-16,EQ-078,Harvester,2017-02-23,FARM-04,OP-049,Michael Williams,19.0,FLD-020,West Field,220.65,,30.0,Inspection,1242.03,None,,Medium
LOG-01842,2023-05-19,EQ-074,Sprayer,2019-10-01,FARM-07,OP-018,David Jones,10.0,FLD-015,West Field,216.02,6.0,39.3,None,0.0,None,0.17,Low
LOG-05987,2024-08-08,EQ-088,Planter,2018-03-14,FARM-07,OP-040,Charles Wilson,2.0,FLD-001,Sunny Field,222.94,4.8,31.3,None,0.0,None,0.79,High
LOG-00538,2024-05-13,EQ-022,Harvester,2019-02-25,FARM-06,OP-041,Chloe Brown,7.0,FLD-011,South Field,362.68,7.9,46.3,None,0.0,None,0.08,Low
LOG-02807,2022-12-30,EQ-002,Harvester,2017-07-03,FARM-03,OP-031,Alice Anderson,12.0,FLD-007,Golden Field,,9.4,52.1,None,0.0,None,0.67,Medium
LOG-05802,2023-05-22,EQ-010,Planter,2018-10-25,FARM-05,OP-030,Alice Jones,12.0,FLD-004,Sunny Field,103.14,5.1,32.1,None,0.0,None,0.3,Medium
LOG-05597,2024-06-07,EQ-075,Plntr,2023-03-06,FARM-01,OP-028,Alice Wilson,12.0,FLD-012,River Field,258.49,11.5,42.4,Routine,1269.07,None,0.39,Medium
LOG-04342,2023-03-15,EQ-079,Planter,2016-07-28,FARM-07,OP-040,Charles Wilson,2.0,FLD-004,,103.14,,79.0,None,0.0,None,0.58,Medium
LOG-03176,2022-01-09,EQ-067,Harvester,2015-10-04,FARM-01,OP-028,Alice Wilson,12.0,FLD-007,Golden Field,346.56,2.2,17.5,None,0.0,None,0.82,High
LOG-00785,"February 05, 2022",EQ-010,Planter,2018-10-25,FARM-05,OP-008,James Rodriguez,9.0,FLD-005,North Field,357.3,6.3,28.7,None,0.0,None,0.81,High
LOG-04058,2023/09/07,EQ-035,Sprayer,2023-05-18,FARM-10,OP-027,Emily Johnson,5.0,FLD-014,River Field,281.66,3.8,20.8,None,0.0,None,0.95,High
LOG-01410,2024-07-15,EQ-098,Harvester,2021-06-29,FARM-10,OP-035,Sarah Wilson,6.0,FLD-004,Sunny Field,103.14,3.5,27.6,None,0.0,None,0.24,Low
LOG-02538,2023-03-16,,Tractor,2017-05-14,FARM-10,,Michael Williams,19.0,FLD-012,River Field,258.49,,18.2,None,0.0,None,0.53,Medium
LOG-00155,2024-01-22,EQ-074,Sprayer,2019-10-01,FARM-07,OP-009,David Anderson,12.0,FLD-017,East Field,311.6,5.4,33.7,None,0.0,None,0.12,Low
LOG-03010,2023-03-01,EQ-050,Harvester,2021-01-18,FARM-09,OP-002,James Hernandez,11.0,FLD-015,West Field,216.02,4.3,30.0,None,0.0,None,0.7,High
LOG-01687,2024-07-03,EQ-080,Harvester,2018-02-14,FARM-08,OP-021,Chloe Jones,2.0,FLD-019,North Field,158.9,6.2,40.4,None,0.0,None,0.11,Low
LOG-02902,2024-05-16,,Tractor,2017-09-13,FARM-10,OP-009,,12.0,FLD-010,Hill Field,315.35,1.3,4.0,None,0.0,None,0.64,Medium
LOG-04360,2023/01/24,EQ-091,Tractor,2023-05-22,FARM-06,OP-026,Grace Rodriguez,1.0,FLD-019,North Field,158.9,7.4,32.7,Inspection,516.1,None,0.02,Low
LOG-04722,2022-11-19,EQ-045,Tractor,2018-04-17,FARM-07,OP-011,Sophia Jones,6.0,FLD-002,Hill Field,223.83,3.5,24.5,None,0.0,None,0.51,Medium
LOG-03864,2022-07-10,EQ-006,Harvstr,2017-08-10,FARM-09,OP-044,James Miller,11.0,FLD-012,River Field,258.49,10.9,86.9,None,0.0,None,0.93,High
LOG-02734,2022/07/31,EQ-006,Harvester,2017-08-10,FARM-09,OP-035,Sarah Wilson,6.0,FLD-001,Sunny Field,222.94,7.2,51.9,Inspection,117.36,None,0.19,Low
LOG-01896,2024-10-14,EQ-099,Tractor,2021-12-11,FARM-02,OP-039,Michael Williams,4.0,FLD-002,Hill Field,223.83,11.9,48.4,None,0.0,None,0.29,Low
LOG-05443,2024-11-18,EQ-060,Harvester,2022-12-30,FARM-05,,Michael Wilson,3.0,FLD-001,Sunny Field,222.94,9.5,48.2,,0.0,None,0.08,Low
LOG-00570,2022-05-10,EQ-080,Harvester,2018-02-14,FARM-08,OP-016,David Jones,4.0,FLD-011,South Field,362.68,8.2,46.7,None,0.0,None,0.52,Medium
LOG-05855,2023-06-28,EQ-045,Tractor,2018-04-17,FARM-07,,David Anderson,12.0,FLD-019,North Field,158.9,8.0,63.0,None,0.0,None,0.46,Medium
LOG-01817,2024-06-14,EQ-077,Sprayer,2023-12-24,FARM-02,OP-007,Emily Johnson,18.0,FLD-016,Valley Field,341.89,5.3,19.1,Inspection,573.94,None,0.8,High
LOG-02066,2022-07-07,EQ-097,Planter,2016-05-06,FARM-10,OP-003,Sarah Jones,13.0,FLD-015,West Field,216.02,4.9,19.1,None,0.0,None,0.4,Medium
LOG-00128,2024-01-17,,Harvester,2016-06-09,FARM-08,OP-003,Sarah Jones,13.0,FLD-014,River Field,281.66,8.4,35.2,None,0.0,None,0.29,Low
LOG-03395,2022-12-20,EQ-091,Tractor,2023-05-22,FARM-06,OP-032,James Hernandez,8.0,FLD-014,River Field,281.66,9.3,68.6,None,0.0,None,0.98,High
LOG-03328,2023-03-20,,Tractor,2015-10-18,FARM-01,OP-031,Alice Anderson,12.0,FLD-001,Sunny Field,222.94,5.2,30.1,None,0.0,None,0.01,Low
LOG-01999,2024-08-25,EQ-089,Planter,2016-09-26,FARM-04,OP-025,Michael Williams,15.0,FLD-011,South Field,362.68,-8.0,43.9,None,0.0,None,0.82,High
LOG-06103,2022-03-19,EQ-030,Tractor,2017-05-14,FARM-10,,Sophia Jones,6.0,FLD-009,South Field,474.95,7.6,51.3,None,0.0,None,0.14,Low
LOG-02976,2024-10-22,EQ-012,Tractor,2016-01-15,FARM-07,OP-030,Alice Jones,12.0,FLD-018,River Field,208.98,2.6,17.9,,0.0,None,0.82,High
LOG-00981,2022-04-05,EQ-077,Sprayer,2023-12-24,FARM-02,OP-028,Alice Wilson,12.0,FLD-008,West Field,188.47,-9.4,55.8,,0.0,None,0.3,Medium
LOG-02301,13-08-2023,EQ-007,Tractr,2021-04-17,FARM-04,OP-001,William Anderson,9.0,FLD-013,Valley Field,169.83,11.5,70.3,None,0.0,None,0.77,High
LOG-00191,2023-03-01,EQ-039,Tractor,2016-09-18,FARM-03,OP-050,Michael Smith,4.0,FLD-010,Hill Field,315.35,8.6,46.8,None,0.0,None,0.56,Medium
LOG-01140,2023-05-03,EQ-068,Sprayer,2015-10-18,FARM-09,OP-039,Michael Williams,4.0,FLD-012,,258.49,8.2,33.2,None,0.0,None,0.88,High
LOG-05089,2023-05-23,EQ-091,Tractor,2023-05-22,FARM-06,OP-027,Emily Johnson,5.0,FLD-013,Valley Field,169.83,8.4,26.7,Routine,100.56,None,0.36,Medium
LOG-00700,2024-04-22,EQ-002,Harvester,2017-07-03,FARM-03,OP-005,Daniel Garcia,3.0,FLD-001,Sunny Field,222.94,2.1,7.4,None,0.0,None,0.23,Low
LOG-06678,2024-02-13,EQ-004,Tractor,2021-08-15,FARM-07,OP-012,Daniel Wilson,18.0,FLD-016,Valley Field,341.89,3.6,28.7,None,0.0,None,0.46,Medium
LOG-00607,2024-03-03,EQ-036,Planter,2021-07-18,FARM-07,OP-004,David Hernandez,10.0,FLD-009,South Field,474.95,10.8,76.4,Routine,854.66,None,0.28,Low
LOG-04277,"July 29, 2024",EQ-068,Sprayer,2015-10-18,FARM-09,OP-018,David Jones,10.0,FLD-012,River Field,258.49,10.9,68.4,None,0.0,None,0.3,Medium
LOG-00302,2024/01/23,EQ-014,Sprayer,2015-06-27,FARM-08,OP-007,Emily Johnson,18.0,FLD-011,South Field,362.68,10.7,39.4,None,,None,0.75,High
LOG-03421,2024-11-12,EQ-083,Tractor,2016-01-18,FARM-04,OP-049,Michael Williams,19.0,FLD-014,River Field,281.66,6.4,19.2,None,0.0,None,0.73,High
LOG-06736,2024/03/09,EQ-040,Planter,2021-09-08,FARM-02,OP-050,Michael Smith,4.0,FLD-013,,169.83,2.4,10.3,Inspection,1162.19,None,0.05,Low
LOG-01061,"January 25, 2024",EQ-090,Sprayer,2017-06-10,FARM-01,OP-049,Michael Williams,19.0,,West Field,188.47,6.0,38.6,None,0.0,None,0.51,Medium
LOG-06793,"November 30, 2023",EQ-013,Tractor,2019-01-10,FARM-06,OP-022,Robert Hernandez,14.0,FLD-017,East Field,311.6,8.5,61.2,None,0.0,None,0.53,Medium
LOG-01385,2023-07-20,EQ-021,Planter,2022-02-16,FARM-06,OP-033,Emily Garcia,18.0,FLD-011,South Field,,6.0,40.1,None,0.0,None,0.08,Low
LOG-02566,2022-02-10,EQ-017,Sprayer,2021-06-22,FARM-04,OP-044,James Miller,11.0,FLD-013,Valley Field,169.83,9.2,3320.0000000000005,None,0.0,None,0.78,High
LOG-00762,2024/10/19,EQ-016,Sprayer,2022-01-18,FARM-10,,James Hernandez,11.0,FLD-013,Valley Field,169.83,9.5,73.5,None,0.0,None,0.16,Low
LOG-01070,2024-02-12,EQ-077,Sprayer,2023-12-24,FARM-02,OP-005,Daniel Garcia,3.0,FLD-011,South Field,362.68,11.0,73.9,None,0.0,None,0.65,Medium
LOG-02525,2022-03-30,EQ-017,Sprayer,2021-06-22,FARM-04,OP-039,Michael Williams,4.0,FLD-020,West Field,220.65,5.3,23.2,None,0.0,,0.42,Medium
LOG-02206,2024/03/19,EQ-077,Sprayer,2023-12-24,FARM-02,OP-035,Sarah Wilson,6.0,FLD-018,River Field,208.98,3.3,15.1,None,0.0,None,0.71,High
LOG-01244,2023-10-01,EQ-051,Tractor,2021-09-19,FARM-06,OP-007,Emily Johnson,18.0,,North Field,158.9,2.8,11.3,None,0.0,None,0.43,Medium
LOG-00017,2024-08-21,EQ-054,Tractor,2017-09-13,FARM-10,OP-017,Emily Lopez,18.0,FLD-003,Golden Field,66.67,1.2,6.8,None,0.0,None,0.35,Medium
LOG-03121,2022-02-12,EQ-076,Tractor,2015-09-06,FARM-07,OP-037,John Williams,11.0,FLD-010,Hill Field,315.35,7.0,30.7,None,0.0,None,0.73,High
LOG-06295,2024-03-25,EQ-048,Tractor,2022-01-05,FARM-05,OP-026,Grace Rodriguez,1.0,FLD-012,River Field,258.49,2.8,16.5,Inspection,1405.76,None,0.33,Medium
LOG-04643,2023-07-03,EQ-075,Planter,2023-03-06,FARM-01,OP-022,Robert Hernandez,14.0,FLD-005,North Field,357.3,7.2,48.2,Routine,106.57,None,0.16,Low
LOG-04755,2024-11-20,EQ-053,Sprayer,2018-06-13,FARM-04,OP-006,John Davis,20.0,FLD-004,Sunny Field,103.14,8.6,32.3,None,0.0,None,0.83,
LOG-00816,2023-10-23,EQ-049,Harvester,2016-09-18,FARM-06,OP-037,John Williams,11.0,FLD-013,Valley Field,169.83,7.3,51.4,Repair,1028.91,Engine,0.5,Medium
LOG-03068,2023-03-02,EQ-018,Tractor,2015-07-07,FARM-04,OP-025,Michael Williams,15.0,FLD-009,South Field,474.95,2.3,18.2,None,0.0,None,0.4,Medium
LOG-06683,2023/12/12,EQ-048,Tractor,2022-01-05,FARM-05,OP-007,Emily Johnson,18.0,FLD-007,Golden Field,346.56,9.9,58.8,None,0.0,None,0.42,Medium
LOG-05601,2022/09/03,EQ-022,,2019-02-25,FARM-06,OP-033,Emily Garcia,18.0,FLD-014,,281.66,,6.2,None,0.0,None,0.76,High
LOG-00960,2022-05-30,EQ-043,Tractor,2022-08-18,FARM-02,OP-034,Grace Martinez,5.0,FLD-008,West Field,188.47,9.5,57.9,None,0.0,None,,Medium
LOG-06428,2022-03-25,EQ-044,Sprayer,2023-08-15,FARM-06,OP-016,David Jones,4.0,FLD-015,West Field,216.02,1.1,3.6,Routine,58.95,None,0.16,Low
LOG-04894,2022-08-29,EQ-009,Sprayer,2015-01-27,FARM-03,OP-036,Jessica Anderson,14.0,FLD-005,North Field,,2.8,15.3,None,0.0,None,0.64,Medium
LOG-00226,2024/03/06,EQ-072,Planter,2017-02-18,FARM-02,OP-034,Grace Martinez,5.0,FLD-005,North Field,357.3,3.7,14.9,None,0.0,None,0.91,High
LOG-06171,2023-01-19,EQ-051,,2021-09-19,FARM-06,OP-042,Daniel Garcia,10.0,FLD-008,West Field,188.47,,22.4,None,0.0,None,0.55,Medium
LOG-03355,13-01-2024,EQ-076,Tractor,2015-09-06,FARM-07,OP-028,Alice Wilson,12.0,FLD-010,Hill Field,315.35,10.7,63.1,None,0.0,None,0.63,Medium
LOG-05896,2022-04-12,EQ-039,Tractor,2016-09-18,FARM-03,OP-046,Michael Garcia,17.0,FLD-005,North Field,357.3,,44.1,None,0.0,None,0.14,Low
LOG-02486,2022-07-04,EQ-066,Tractor,2015-10-18,FARM-01,OP-037,John Williams,11.0,FLD-004,Sunny Field,103.14,6.2,37.7,Inspection,1152.51,None,0.59,Medium
LOG-00563,2022-11-19,EQ-099,,2021-12-11,FARM-02,OP-006,John Davis,20.0,FLD-008,West Field,188.47,6.5,41.8,None,,None,0.96,High
LOG-03437,2022-12-31,EQ-049,Harvester,2016-09-18,FARM-06,OP-030,Alice Jones,12.0,FLD-012,River Field,,3.4,13.7,None,0.0,None,0.59,Medium
LOG-06374,2023/08/20,EQ-087,Tractor,2019-05-19,FARM-05,OP-014,John Hernandez,18.0,FLD-006,North Field,264.76,2.6,17.9,None,0.0,None,0.96,High
LOG-06182,2022-12-17,EQ-024,Tractor,2021-10-31,FARM-03,OP-023,Michael Smith,1.0,FLD-020,West Field,220.65,8.5,33.1,None,0.0,None,0.09,Low
LOG-01694,2024-10-10,,Harvstr,2017-05-31,FARM-06,OP-023,Michael Smith,1.0,FLD-020,West Field,220.65,1.2,8.9,None,0.0,None,0.18,Low
LOG-01046,2022-03-12,EQ-032,Planter,2022-03-18,FARM-08,OP-016,David Jones,4.0,FLD-016,Valley Field,341.89,11.1,53.4,None,0.0,None,0.04,Low
LOG-03447,2023-07-01,EQ-013,Tractor,2019-01-10,FARM-06,OP-010,Robert Anderson,8.0,FLD-014,River Field,281.66,4.8,15.7,None,0.0,None,0.09,Low
LOG-04566,2022-09-27,EQ-091,Tractor,2023-05-22,FARM-06,OP-037,John Williams,11.0,FLD-003,,66.67,7.6,45.7,Routine,702.39,None,0.12,Low
LOG-00955,2023-07-16,EQ-042,Planter,2020-12-07,FARM-05,OP-028,Alice Wilson,12.0,FLD-014,River Field,281.66,2.3,,None,0.0,None,0.52,Medium
LOG-02816,2022-08-17,EQ-095,Tractor,2017-01-31,FARM-02,OP-005,Daniel Garcia,3.0,FLD-015,West Field,216.02,5.6,30.9,None,0.0,None,0.39,Medium
LOG-02736,2022-11-18,EQ-075,Planter,2023-03-06,FARM-01,OP-015,Laura Anderson,4.0,FLD-006,North Field,264.76,4.8,19.0,None,0.0,None,0.02,Low
LOG-05632,2023/11/27,EQ-096,Tractor,2022-07-28,FARM-04,OP-001,William Anderson,9.0,FLD-010,Hill Field,315.35,1.1,4.6,None,0.0,None,0.64,Medium
LOG-04736,2024-03-29,EQ-086,Tractor,2016-11-05,FARM-07,OP-013,Laura Martinez,17.0,FLD-005,North Field,357.3,6.4,48.0,None,0.0,None,0.1,Low
LOG-06739,2023/12/01,EQ-010,Planter,2018-10-25,FARM-05,,Daniel Garcia,3.0,FLD-016,Valley Field,341.89,8.1,33.8,None,0.0,None,0.14,Low
LOG-01219,2024-04-20,EQ-084,Harvester,2019-07-23,FARM-08,OP-030,Alice Jones,12.0,FLD-014,River Field,281.66,4.9,35.0,None,0.0,None,0.96,High
LOG-05255,2023-06-05,EQ-013,Tractor,2019-01-10,,OP-027,Emily Johnson,5.0,FLD-017,East Field,311.6,11.1,48.7,None,0.0,None,0.29,Low
LOG-05512,2022-07-25,,Harvester,2022-12-30,FARM-05,OP-027,Emily Johnson,5.0,FLD-009,South Field,474.95,7.7,45.8,None,0.0,None,0.86,High
LOG-06653,2024-04-07,EQ-071,Planter,2017-09-22,FARM-08,OP-034,Grace Martinez,5.0,FLD-008,West Field,188.47,3.4,15.9,None,0.0,None,0.66,Medium
LOG-01528,2022-01-20,EQ-063,Tractor,2017-10-12,FARM-04,OP-020,James Hernandez,9.0,FLD-019,North Field,,7.4,54.1,Repair,1335.45,Blade,0.64,
LOG-03988,2024-06-10,EQ-061,Planter,2022-07-14,FARM-06,OP-045,Michael Wilson,3.0,FLD-012,River Field,258.49,2.4,11.3,None,0.0,None,0.96,High
LOG-05237,2023-10-20,EQ-003,Tractor,2022-08-03,FARM-09,OP-015,Laura Anderson,4.0,FLD-011,South Field,362.68,1.1,8.7,Routine,926.51,None,0.8,High
LOG-01301,2022-04-23,EQ-059,Planter,2017-05-17,FARM-09,OP-004,David Hernandez,10.0,FLD-003,Golden Field,66.67,4.0,31.7,Repair,911.79,Blade,0.29,Low
LOG-01784,2023-03-20,EQ-040,Planter,2021-09-08,FARM-02,OP-036,Jessica Anderson,14.0,FLD-015,West Field,216.02,7.8,27.1,None,0.0,None,0.59,Medium
LOG-05700,18-03-2023,EQ-004,Tractor,2021-08-15,FARM-07,OP-007,,18.0,FLD-007,Golden Field,346.56,10.2,61.2,Inspection,517.35,None,0.96,High
LOG-00161,2024/01/26,EQ-064,Tractor,2018-10-16,FARM-01,OP-002,James Hernandez,11.0,FLD-012,River Field,258.49,6.1,48.3,Repair,1332.16,Filter,0.31,Medium
LOG-04068,2023/03/11,,Tractor,2016-09-18,FARM-03,OP-038,Grace Gonzalez,8.0,FLD-002,Hill Field,223.83,6.2,26.6,None,0.0,None,0.43,Medium
LOG-05801,2024-11-22,EQ-052,Planter,2015-03-21,FARM-02,OP-040,Charles Wilson,2.0,FLD-013,Valley Field,169.83,9.8,75.5,Repair,909.44,Filter,0.48,Medium
LOG-00957,2022/02/21,EQ-025,Harvester,2016-10-31,FARM-08,OP-022,Robert Hernandez,14.0,FLD-003,Golden Field,66.67,,4910.0,None,0.0,None,0.95,High
LOG-03792,2024-08-09,EQ-046,Harvstr,2020-02-02,FARM-01,OP-034,Grace Martinez,5.0,FLD-019,North Field,158.9,11.0,35.1,None,0.0,None,0.87,High
LOG-03235,2023/03/11,EQ-012,Tractor,2016-01-15,FARM-07,OP-003,Sarah Jones,13.0,FLD-012,River Field,258.49,8.4,56.4,Routine,938.67,None,0.5,Medium
LOG-02870,,EQ-051,Tractor,2021-09-19,FARM-06,OP-043,Sarah Brown,1.0,FLD-012,River Field,258.49,7.6,27.2,None,0.0,None,0.64,Medium
LOG-03778,,EQ-076,Tractor,2015-09-06,FARM-07,OP-009,David Anderson,12.0,FLD-010,Hill Field,315.35,2.3,7.0,None,0.0,None,0.65,Medium
LOG-04434,2024-10-21,EQ-057,Harvester,2016-06-09,FARM-08,OP-040,Charles Wilson,2.0,FLD-020,West Field,220.65,11.3,66.3,None,0.0,None,0.83,High
LOG-04974,2024-01-08,EQ-018,Tractor,2015-07-07,,OP-017,Emily Lopez,18.0,FLD-005,North Field,357.3,10.7,58.5,None,0.0,None,0.19,Low
LOG-06016,2023/01/25,EQ-005,Tractor,2015-05-03,FARM-02,OP-050,Michael Smith,4.0,FLD-011,South Field,,11.7,53.7,None,0.0,None,0.84,High
LOG-02962,2023-10-13,EQ-068,Sprayer,2015-10-18,FARM-09,OP-001,William Anderson,9.0,FLD-010,Hill Field,315.35,11.1,59.1,None,0.0,None,0.76,High
LOG-05981,2023-10-22,EQ-017,Sprayer,2021-06-22,FARM-04,OP-012,Daniel Wilson,18.0,FLD-020,West Field,220.65,1.6,,None,0.0,None,0.4,Medium
LOG-02201,2024-02-11,EQ-080,Harvester,2018-02-14,FARM-08,OP-012,Daniel Wilson,18.0,FLD-013,Valley Field,169.83,11.4,65.3,None,0.0,None,0.54,Medium
LOG-00099,2022-08-10,EQ-085,Planter,2017-05-25,FARM-07,OP-031,Alice Anderson,12.0,FLD-008,West Field,188.47,4.9,28.3,Repair,453.92,,0.8,High
LOG-06299,2024-01-04,EQ-064,Tractor,2018-10-16,,,Alice Wilson,12.0,FLD-014,River Field,281.66,10.9,50.3,None,0.0,None,0.72,High
LOG-02558,2022-01-30,EQ-058,Harvester,2017-12-21,FARM-09,OP-006,John Davis,20.0,FLD-015,West Field,216.02,11.2,75.6,None,0.0,None,0.91,
LOG-03184,2022-04-10,EQ-091,Tractor,2023-05-22,FARM-06,,Daniel Garcia,10.0,FLD-002,Hill Field,223.83,3.4,19.1,,0.0,None,0.64,Medium
LOG-00254,2024-06-01,EQ-017,Sprayer,2021-06-22,FARM-04,OP-006,John Davis,20.0,,North Field,264.76,5.9,34.1,None,0.0,None,0.04,Low
LOG-03924,2024-10-02,EQ-082,Tractor,2015-07-27,FARM-09,OP-042,Daniel Garcia,10.0,FLD-015,West Field,216.02,2.8,19.1,Routine,512.22,None,0.38,Medium
LOG-04200,2023-03-01,EQ-039,Tractor,2016-09-18,FARM-03,OP-044,,11.0,FLD-004,Sunny Field,103.14,11.0,46.7,None,0.0,None,0.5,Medium
LOG-01446,2023-01-16,EQ-012,Tractor,2016-01-15,FARM-07,OP-012,Daniel Wilson,18.0,FLD-003,Golden Field,66.67,4.5,27.6,Routine,295.54,None,0.02,Low
LOG-05540,2022-11-08,EQ-068,Sprayer,2015-10-18,FARM-09,OP-013,Laura Martinez,17.0,FLD-017,East Field,311.6,7.8,,Repair,894.21,Hydraulics,0.38,Medium
LOG-01649,2023-10-21,EQ-004,Tractor,2021-08-15,FARM-07,OP-032,James Hernandez,8.0,FLD-004,Sunny Field,103.14,-7.2,43.5,None,0.0,None,0.98,High
LOG-04683,2024-10-28,EQ-097,Planter,2016-05-06,FARM-10,OP-032,James Hernandez,8.0,FLD-020,West Field,220.65,2.9,12.0,None,0.0,None,0.5,
LOG-04724,2022-06-23,EQ-099,,2021-12-11,FARM-02,OP-036,Jessica Anderson,14.0,FLD-020,West Field,220.65,7.5,55.9,None,0.0,None,0.94,High
